PlayerID,Age,Gender,Location,GameGenre,PlayTimeHours,InGamePurchases,GameDifficulty,SessionsPerWeek,AvgSessionDurationMinutes,PlayerLevel,AchievementsUnlocked,EngagementLevel
9055.0,22.0,Female,USA,RPG,12.818930926253454,,Easy,8.0,46.0,8.0,0.0,Medium
9056.0,28.0,,,Simulation,7.181065650658029,0.0,,8.0,139.0,20.0,1.0,Medium
9057.0,,Male,USA,Simulation,1.3216351452681234,1.0,Easy,15.0,36.0,88.0,36.0,Medium
9058.0,35.0,Male,,Simulation,21.68627463251469,0.0,Easy,15.0,148.0,73.0,43.0,High
9059.0,30.0,Female,USA,Strategy,15.154138638867636,,Easy,9.0,153.0,46.0,19.0,Medium
,32.0,Male,USA,Action,12.55512156935372,0.0,Hard,11.0,138.0,,13.0,High
9061.0,38.0,Female,,Strategy,19.463563663701805,0.0,,19.0,,35.0,30.0,High
9062.0,40.0,Female,Europe,Simulation,3.529623978015405,,Easy,2.0,94.0,76.0,42.0,Medium
9063.0,39.0,Male,Other,Action,20.855935292615897,0.0,Hard,16.0,140.0,10.0,16.0,
9064.0,43.0,Male,,Sports,14.627357000797517,0.0,Easy,1.0,16.0,38.0,,Low
9065.0,29.0,,USA,Simulation,17.00264693146226,1.0,,16.0,135.0,80.0,43.0,High
,15.0,Female,USA,Simulation,,0.0,Easy,,49.0,,,Medium
9067.0,39.0,Female,,Sports,19.752971845981367,,Medium,,46.0,26.0,47.0,
,21.0,Female,Europe,Action,19.025309404996168,,,13.0,30.0,3.0,40.0,Medium
9069.0,23.0,Male,Other,Simulation,13.724648498671089,1.0,Medium,17.0,167.0,72.0,24.0,High
9070.0,38.0,Female,Europe,Action,20.16071100731581,0.0,Easy,13.0,,29.0,,Medium
9071.0,15.0,Male,Asia,Strategy,,0.0,Medium,7.0,111.0,45.0,2.0,Medium
9072.0,22.0,Male,Europe,RPG,12.082181787612544,1.0,Easy,7.0,79.0,46.0,32.0,Medium
9073.0,38.0,Female,Europe,Strategy,2.2623788685222417,0.0,Medium,12.0,131.0,12.0,37.0,High
9074.0,25.0,Male,Europe,RPG,20.812949081354795,,Easy,19.0,109.0,91.0,48.0,
9075.0,31.0,,USA,,9.00911457935074,0.0,Easy,14.0,106.0,23.0,1.0,High
9076.0,22.0,Male,,Strategy,19.663555948593377,1.0,Medium,3.0,29.0,9.0,30.0,Low
9077.0,,Male,USA,Strategy,18.53536572246272,1.0,Easy,0.0,83.0,,4.0,Low
9078.0,49.0,Female,,Sports,2.040757120839902,,Easy,12.0,70.0,33.0,33.0,Medium
9079.0,47.0,Male,Asia,,,0.0,Easy,10.0,14.0,15.0,25.0,Low
,19.0,Female,Europe,RPG,19.8608123586172,1.0,Easy,1.0,139.0,,0.0,
9081.0,,Male,,Simulation,13.981026479981786,0.0,Medium,,34.0,14.0,15.0,Medium
9082.0,21.0,,USA,Sports,7.743327855210592,0.0,Easy,5.0,77.0,40.0,,Medium
9083.0,23.0,Male,USA,Sports,3.7993760618991423,1.0,Easy,12.0,41.0,73.0,,Medium
9084.0,22.0,Male,USA,RPG,10.391518408495156,0.0,Easy,19.0,102.0,14.0,24.0,High
,,Male,USA,Sports,15.07465364685181,0.0,Medium,,,4.0,,Medium
,48.0,Female,Asia,Action,8.45765169975634,1.0,Easy,3.0,,89.0,24.0,Medium
9087.0,47.0,,Europe,Simulation,,0.0,Hard,,14.0,78.0,4.0,Low
9088.0,37.0,Male,USA,Strategy,19.501707922419776,0.0,Medium,11.0,147.0,40.0,49.0,High
9089.0,38.0,Male,Europe,RPG,6.496475465416331,1.0,,8.0,107.0,,7.0,Medium
9090.0,49.0,,USA,,2.1494952130714235,0.0,Medium,14.0,36.0,59.0,35.0,
,36.0,Male,USA,Sports,,0.0,Easy,1.0,73.0,76.0,15.0,Low
9092.0,,Female,Europe,Sports,5.694275828168046,1.0,,7.0,12.0,77.0,28.0,Low
9093.0,49.0,Male,Asia,Simulation,3.1093326260751075,0.0,Easy,0.0,99.0,80.0,,Low
9094.0,15.0,,,,9.744040836920972,1.0,Hard,4.0,,33.0,42.0,Low
9095.0,49.0,Male,,Sports,7.838044518431901,0.0,Easy,,126.0,3.0,14.0,High
9096.0,28.0,Male,USA,Strategy,9.208410715098555,1.0,Medium,1.0,84.0,61.0,39.0,
9097.0,17.0,Male,Europe,Strategy,8.644038308703859,0.0,Easy,3.0,,,11.0,Medium
,15.0,Female,,,5.970601392200956,0.0,Easy,11.0,55.0,54.0,,Medium
9099.0,19.0,Female,USA,Sports,,0.0,Hard,,93.0,65.0,42.0,High
9100.0,40.0,Male,,Sports,,0.0,Medium,5.0,,89.0,29.0,
9101.0,28.0,Female,Europe,Strategy,,0.0,Hard,11.0,,53.0,18.0,
9102.0,41.0,Male,Europe,Sports,7.648375781283178,0.0,Easy,2.0,33.0,,33.0,Low
9103.0,23.0,Female,Europe,Simulation,22.876692544657125,0.0,,,91.0,38.0,14.0,Medium
9104.0,29.0,Female,Other,Sports,4.557998876469405,,Easy,16.0,,,36.0,Medium
9105.0,29.0,,Europe,Sports,2.0673841286865047,1.0,Easy,15.0,,73.0,45.0,High
9106.0,40.0,Male,Asia,,7.383373195576563,0.0,Easy,15.0,24.0,56.0,,Medium
9107.0,27.0,Male,Other,,7.733396192629242,,Hard,17.0,72.0,,,
9108.0,46.0,,,Strategy,19.40450332244644,1.0,Medium,9.0,127.0,75.0,32.0,Medium
9109.0,46.0,Male,Other,Strategy,18.55396821448505,0.0,Easy,12.0,96.0,2.0,,Medium
,,Female,Asia,Sports,4.456026910768445,0.0,Easy,16.0,121.0,10.0,35.0,High
9111.0,44.0,Male,USA,Simulation,,0.0,Hard,7.0,60.0,5.0,30.0,Medium
9112.0,,,USA,,8.499982200955518,0.0,Medium,18.0,145.0,88.0,,High
9113.0,29.0,Female,,Simulation,23.694606600294044,0.0,Medium,3.0,51.0,,44.0,
9114.0,43.0,Female,,,23.165252611397225,0.0,Easy,14.0,,42.0,47.0,High
9115.0,27.0,Male,USA,,6.549913698732847,0.0,Hard,18.0,111.0,,9.0,
9116.0,46.0,Female,Asia,Action,10.825598338043754,0.0,Medium,12.0,142.0,,18.0,High
9117.0,21.0,Female,USA,,20.277652343428397,1.0,,,,12.0,20.0,
9118.0,36.0,,Asia,RPG,7.245611011215005,0.0,,3.0,69.0,52.0,14.0,Low
9119.0,42.0,Male,,RPG,,0.0,,7.0,154.0,23.0,19.0,Medium
9120.0,16.0,Female,USA,Action,4.622791147216765,1.0,,17.0,149.0,48.0,14.0,
9121.0,20.0,Female,USA,Strategy,11.929378551497177,0.0,Medium,,75.0,69.0,25.0,Medium
,42.0,Male,Asia,RPG,6.566794339859006,0.0,Hard,15.0,,19.0,43.0,Low
9123.0,42.0,Male,USA,Action,2.7313181997200733,0.0,Medium,17.0,,77.0,35.0,Medium
9124.0,34.0,Female,USA,Strategy,16.591687482718527,0.0,Medium,13.0,124.0,35.0,43.0,High
9125.0,,Female,USA,RPG,8.583797272700018,0.0,Medium,11.0,34.0,8.0,11.0,Medium
9126.0,25.0,Female,USA,,,0.0,,7.0,,76.0,1.0,Medium
,42.0,Female,Asia,Action,13.297752190463775,0.0,Easy,19.0,157.0,85.0,7.0,High
9128.0,39.0,Female,Europe,RPG,14.173755660725837,0.0,Easy,,108.0,49.0,32.0,High
9129.0,,Female,,,,0.0,Easy,2.0,65.0,,45.0,Medium
9130.0,15.0,,Europe,Action,17.223879815467022,1.0,Hard,5.0,94.0,76.0,,
9131.0,41.0,Female,USA,Strategy,,0.0,,1.0,70.0,5.0,43.0,Low
9132.0,27.0,Male,USA,,,0.0,Medium,16.0,154.0,,,High
9133.0,17.0,,,Strategy,9.483212067452136,0.0,Medium,7.0,78.0,54.0,36.0,
9134.0,20.0,,Europe,Sports,19.047461153319887,0.0,Easy,,14.0,49.0,5.0,
9135.0,22.0,Male,USA,Simulation,8.612156614530551,1.0,Hard,,21.0,58.0,19.0,Low
,41.0,Male,,RPG,9.987578341053728,0.0,Easy,1.0,124.0,15.0,24.0,Low
9137.0,23.0,Male,Asia,Sports,,0.0,,7.0,,45.0,42.0,Medium
9138.0,47.0,Male,Other,Simulation,16.209307153657114,0.0,Medium,6.0,62.0,96.0,,Medium
9139.0,38.0,Female,Europe,Action,,,Medium,7.0,43.0,72.0,16.0,
,,Female,USA,Simulation,15.973762574875895,,,1.0,69.0,,,Low
9141.0,46.0,,,Action,3.683183597785032,0.0,Easy,19.0,42.0,64.0,31.0,Medium
9142.0,46.0,Female,USA,Sports,6.252455837162762,1.0,Hard,8.0,103.0,,36.0,Medium
9143.0,38.0,Male,USA,Simulation,1.3485441645161362,1.0,Hard,3.0,124.0,82.0,4.0,Medium
9144.0,26.0,Male,Asia,RPG,16.331728199932105,,Hard,16.0,52.0,87.0,2.0,Medium
9145.0,,Male,Other,Sports,22.755435580784155,,Easy,12.0,132.0,4.0,4.0,High
9146.0,17.0,,USA,Simulation,22.397026414328703,0.0,,17.0,105.0,60.0,37.0,High
9147.0,31.0,Female,USA,Strategy,19.3903095458206,0.0,Easy,11.0,27.0,23.0,13.0,Low
9148.0,16.0,Male,Europe,Strategy,3.84468318202322,0.0,Hard,3.0,,,44.0,Low
9149.0,16.0,Male,Other,Action,20.256331595040905,0.0,Easy,9.0,19.0,95.0,31.0,Medium
9150.0,,Male,Europe,Sports,0.0696432580417916,0.0,Hard,18.0,117.0,40.0,0.0,
9151.0,,Male,Asia,Strategy,21.99256342919033,0.0,Easy,9.0,138.0,13.0,19.0,Medium
9152.0,,Male,Other,Simulation,16.89538519745816,0.0,,0.0,140.0,95.0,46.0,Low
9153.0,47.0,Female,Europe,RPG,,1.0,Hard,19.0,70.0,49.0,44.0,High
9154.0,15.0,Male,Asia,,13.54125180437538,0.0,Easy,8.0,,45.0,45.0,Medium
9155.0,33.0,Male,Europe,Simulation,15.047202136340912,0.0,Easy,11.0,92.0,39.0,,Medium
9156.0,16.0,Male,,Action,6.43544723306335,0.0,Easy,9.0,50.0,,18.0,Medium
9157.0,40.0,Female,Europe,,20.427872446354915,0.0,Medium,3.0,138.0,,30.0,Medium
9158.0,46.0,Male,,Sports,12.306317179031524,1.0,Medium,,179.0,91.0,4.0,High
9159.0,20.0,Male,Europe,RPG,13.545984293255724,1.0,Hard,12.0,135.0,66.0,49.0,High
9160.0,46.0,Male,Europe,Strategy,21.26668304303152,0.0,,18.0,164.0,,41.0,High
9161.0,18.0,,Europe,Sports,15.711803560774973,0.0,Easy,11.0,90.0,2.0,5.0,Medium
9162.0,25.0,Female,,RPG,,0.0,Easy,8.0,110.0,33.0,28.0,Medium
9163.0,31.0,,Europe,Sports,3.02265403529026,0.0,Hard,12.0,103.0,,,High
9164.0,38.0,Female,USA,Strategy,13.000048094097826,0.0,Medium,0.0,146.0,4.0,13.0,Low
9165.0,,,USA,RPG,21.93431700858416,1.0,Medium,10.0,30.0,55.0,9.0,Low
9166.0,48.0,Male,Asia,Simulation,14.55648155952392,0.0,Medium,,133.0,32.0,25.0,High
9167.0,20.0,,USA,Strategy,6.831045096377894,0.0,Hard,4.0,166.0,81.0,31.0,Medium
9168.0,,Male,Europe,Action,19.89311377371636,0.0,Easy,11.0,142.0,61.0,48.0,
9169.0,25.0,,Asia,,,0.0,Medium,13.0,102.0,7.0,,Medium
9170.0,30.0,Female,Europe,Sports,1.899978614861616,0.0,Easy,5.0,144.0,79.0,13.0,
9171.0,47.0,Male,,Strategy,11.597118678148016,0.0,,15.0,,83.0,27.0,Medium
9172.0,23.0,,USA,Sports,18.27652465418603,1.0,Medium,9.0,105.0,56.0,39.0,Medium
,,,,,22.044392327303783,0.0,Medium,4.0,98.0,67.0,26.0,Medium
9174.0,30.0,,USA,Sports,15.948489997170093,,Medium,14.0,89.0,67.0,14.0,Medium
,,Female,USA,Strategy,20.12914668256816,0.0,Medium,3.0,80.0,5.0,41.0,
9176.0,17.0,Female,Europe,RPG,17.9931805634337,1.0,Easy,6.0,24.0,49.0,,Low
9177.0,34.0,Female,,Strategy,4.372198464901213,,Easy,16.0,,20.0,20.0,Medium
9178.0,33.0,Male,Other,Action,23.620041289280746,0.0,Hard,19.0,105.0,3.0,,High
9179.0,40.0,Female,Europe,,1.354730944210508,0.0,Easy,16.0,47.0,61.0,7.0,Medium
9180.0,17.0,Male,Europe,,6.574572253509393,0.0,,,20.0,23.0,,Medium
9181.0,33.0,Female,Europe,Sports,,0.0,Easy,6.0,149.0,,,Medium
9182.0,34.0,,Europe,Strategy,3.216007888051876,0.0,Easy,13.0,,10.0,2.0,Medium
9183.0,46.0,Male,Europe,Sports,13.631729677404424,0.0,,14.0,10.0,,39.0,Low
9184.0,21.0,Male,Asia,Sports,15.13612279233146,0.0,Easy,9.0,116.0,62.0,,Medium
9185.0,47.0,Male,Asia,Sports,16.499476486422957,,Easy,15.0,152.0,,5.0,
9186.0,32.0,Female,,RPG,3.85561961786126,,,14.0,128.0,,24.0,High
9187.0,15.0,Female,,Action,,1.0,Hard,16.0,65.0,74.0,23.0,Medium
9188.0,25.0,Female,Europe,RPG,,0.0,Easy,1.0,71.0,49.0,,Low
9189.0,42.0,Male,USA,Strategy,4.110147347154558,0.0,Easy,12.0,90.0,67.0,35.0,Medium
9190.0,39.0,Male,USA,Simulation,,0.0,Medium,16.0,151.0,64.0,36.0,High
9191.0,37.0,,USA,Action,2.729469336219645,0.0,Easy,4.0,,,11.0,Medium
9192.0,45.0,Female,Other,Strategy,9.63459187601608,,Easy,5.0,48.0,84.0,15.0,
9193.0,44.0,Male,USA,Sports,0.3702480485716846,1.0,Easy,19.0,55.0,,30.0,Medium
,49.0,Female,USA,Simulation,18.325518833316803,0.0,Hard,9.0,45.0,68.0,49.0,
9195.0,21.0,Female,Asia,Simulation,22.97264608486355,0.0,Medium,,111.0,52.0,23.0,Medium
,30.0,Female,USA,Simulation,7.184139994380142,,Easy,2.0,12.0,62.0,40.0,Low
9197.0,40.0,,USA,RPG,7.317818788521064,1.0,Hard,6.0,36.0,39.0,24.0,Low
9198.0,16.0,Female,Asia,Strategy,,,Easy,14.0,102.0,54.0,44.0,High
9199.0,15.0,Male,Europe,RPG,3.146993267598288,0.0,Medium,3.0,57.0,50.0,14.0,Low
9200.0,26.0,Female,Europe,RPG,14.448485059584431,0.0,Hard,5.0,175.0,75.0,7.0,Medium
9201.0,,Male,USA,Action,13.206464671501784,,Easy,13.0,14.0,71.0,48.0,High
9202.0,46.0,Female,Europe,RPG,9.581422959226586,0.0,Easy,16.0,84.0,26.0,29.0,Medium
9203.0,23.0,Female,Asia,Sports,16.82033324174349,0.0,Medium,5.0,88.0,55.0,39.0,Medium
9204.0,49.0,,Asia,Simulation,13.04654124266425,0.0,Easy,14.0,159.0,45.0,28.0,High
9205.0,33.0,Female,Europe,Strategy,,0.0,Easy,12.0,125.0,54.0,26.0,High
9206.0,30.0,,USA,RPG,17.44815007107466,0.0,Easy,1.0,74.0,26.0,15.0,
9207.0,17.0,Male,,Strategy,13.928841782702174,0.0,Easy,10.0,103.0,94.0,8.0,Medium
,34.0,Male,Europe,Action,7.61448463495335,,Easy,3.0,33.0,10.0,,Low
9209.0,38.0,Male,Asia,,0.6899550435470942,1.0,Medium,7.0,60.0,44.0,1.0,Medium
9210.0,47.0,Female,,Action,,,Easy,8.0,,,12.0,Low
9211.0,38.0,Male,Europe,RPG,18.55274687578926,0.0,Medium,2.0,93.0,30.0,20.0,Low
9212.0,25.0,Female,Other,Strategy,,0.0,Easy,15.0,166.0,12.0,,High
9213.0,22.0,Male,USA,Action,20.423897033001715,0.0,Easy,8.0,91.0,87.0,34.0,Medium
9214.0,,Female,,Simulation,8.868238178525782,1.0,Medium,1.0,168.0,47.0,23.0,Low
9215.0,,Male,,RPG,0.7170876441501903,0.0,Easy,19.0,32.0,72.0,26.0,Medium
9216.0,39.0,Male,Europe,RPG,22.499660632378887,1.0,,18.0,109.0,92.0,28.0,High
9217.0,49.0,,Asia,Simulation,16.407666343253425,0.0,Easy,14.0,118.0,85.0,21.0,High
9218.0,39.0,Male,USA,Action,11.509506149071033,0.0,Easy,9.0,76.0,25.0,4.0,
9219.0,43.0,Female,Asia,Strategy,,0.0,Easy,4.0,169.0,78.0,5.0,Medium
9220.0,32.0,Male,,Simulation,2.146500572209561,0.0,Easy,6.0,172.0,33.0,43.0,
,32.0,Male,Europe,Action,2.087579756279476,0.0,,18.0,179.0,42.0,3.0,High
9222.0,16.0,Female,Asia,Sports,,0.0,Medium,,138.0,90.0,8.0,Medium
9223.0,49.0,Female,,Action,1.623253181653097,0.0,Easy,17.0,,33.0,,
9224.0,,,USA,Action,1.1785839800921911,0.0,Medium,4.0,170.0,45.0,,Medium
9225.0,47.0,Female,Other,Sports,17.286697607074213,0.0,Easy,14.0,,50.0,30.0,
,18.0,,Asia,Simulation,17.79411288336275,0.0,,3.0,118.0,61.0,45.0,Medium
9227.0,47.0,Male,,Simulation,9.90698720356799,0.0,Medium,1.0,82.0,,48.0,Low
9228.0,28.0,Male,,Action,9.398654752872655,0.0,Easy,2.0,,82.0,19.0,
9229.0,35.0,Female,Asia,Sports,10.608533609506894,0.0,Easy,19.0,,61.0,47.0,High
9230.0,34.0,Male,Other,Strategy,8.856054521931455,0.0,,15.0,70.0,,29.0,Medium
9231.0,22.0,Male,Europe,Action,,0.0,Easy,1.0,140.0,81.0,30.0,Low
9232.0,21.0,Female,Asia,Strategy,4.453186248993083,,Medium,0.0,146.0,58.0,37.0,Low
9233.0,17.0,Male,USA,RPG,14.015747922351792,1.0,Easy,11.0,,4.0,7.0,Low
9234.0,31.0,Male,Europe,Simulation,12.409088586391764,,Easy,11.0,87.0,88.0,34.0,
9235.0,47.0,,,Action,15.972033037206106,0.0,Easy,4.0,,,43.0,
9236.0,,Male,Europe,,4.381658634610372,0.0,,3.0,,5.0,2.0,Low
9237.0,36.0,Male,USA,Sports,2.1331622085625748,1.0,Hard,2.0,71.0,91.0,13.0,Low
9238.0,36.0,Male,USA,Sports,,0.0,Easy,13.0,160.0,3.0,0.0,High
9239.0,44.0,Male,USA,RPG,21.698472616540517,0.0,Hard,,101.0,24.0,7.0,Medium
9240.0,22.0,Male,Europe,,,0.0,Hard,1.0,122.0,90.0,,Medium
9241.0,41.0,Female,Europe,Strategy,9.98472880220081,1.0,Easy,12.0,61.0,88.0,42.0,Medium
9242.0,41.0,Female,USA,Sports,,0.0,,1.0,26.0,42.0,,Low
9243.0,48.0,,Other,Sports,12.586931645419732,0.0,Easy,18.0,79.0,52.0,1.0,Medium
9244.0,,Male,USA,Action,,0.0,Easy,10.0,65.0,96.0,15.0,Medium
,44.0,Male,Asia,Sports,8.210817815441171,0.0,Medium,10.0,63.0,54.0,20.0,Medium
9246.0,,Female,USA,Action,,0.0,Medium,10.0,36.0,,27.0,
9247.0,42.0,Female,USA,,23.05222849282748,1.0,Easy,11.0,,49.0,41.0,High
9248.0,47.0,Male,USA,RPG,17.84181542715376,0.0,Hard,3.0,88.0,56.0,,Medium
9249.0,19.0,Male,,,7.702088004425916,1.0,Medium,2.0,159.0,17.0,32.0,Medium
9250.0,33.0,Female,,Action,17.154279799063623,0.0,Easy,3.0,57.0,62.0,,
9251.0,18.0,Male,USA,RPG,9.378216853442584,0.0,Medium,1.0,95.0,40.0,32.0,Low
9252.0,49.0,Male,USA,,4.680904119898592,0.0,Medium,0.0,75.0,7.0,,Medium
9253.0,31.0,Male,Europe,Simulation,,0.0,,17.0,52.0,94.0,9.0,Medium
9254.0,42.0,Female,USA,Simulation,9.85265824315088,0.0,Easy,7.0,,96.0,26.0,Medium
9255.0,,Female,Other,Simulation,2.763290352533492,1.0,,17.0,174.0,82.0,2.0,Low
9256.0,43.0,Female,Asia,Simulation,8.012559138925674,0.0,Hard,19.0,33.0,,15.0,Medium
9257.0,,Female,Asia,Sports,9.382503830481472,0.0,,,68.0,15.0,43.0,
,49.0,Male,,Strategy,9.289914071234358,1.0,Easy,9.0,42.0,68.0,,Medium
9259.0,38.0,Female,USA,Strategy,13.721984509391987,,Easy,15.0,165.0,71.0,8.0,High
9260.0,43.0,,Other,RPG,10.484388577299274,1.0,Medium,12.0,,56.0,38.0,Low
9261.0,45.0,Male,,Sports,17.769281534284076,1.0,Medium,18.0,66.0,47.0,0.0,Medium
9262.0,,Female,Europe,RPG,14.95271715871735,0.0,Medium,17.0,65.0,5.0,47.0,
9263.0,47.0,Male,Europe,RPG,12.58329193982178,0.0,,,,,36.0,
9264.0,35.0,Male,USA,Strategy,18.289154324577385,0.0,Hard,11.0,,63.0,,Medium
9265.0,46.0,Female,Asia,Simulation,22.356748853299987,0.0,Medium,4.0,28.0,28.0,35.0,Low
9266.0,,Female,Other,Action,,1.0,Easy,6.0,104.0,76.0,18.0,Medium
9267.0,47.0,,USA,Sports,18.980540801877705,0.0,,17.0,14.0,,36.0,Medium
,17.0,Male,USA,Simulation,10.33863814913738,0.0,Medium,0.0,60.0,25.0,32.0,
9269.0,32.0,Male,USA,RPG,13.60619707608962,0.0,Medium,17.0,44.0,,37.0,
9270.0,,Female,USA,Action,19.716625789361512,0.0,Medium,17.0,57.0,,33.0,Medium
,45.0,Male,USA,Simulation,13.337523698339428,,Easy,0.0,121.0,20.0,26.0,Low
,17.0,Female,USA,,4.374306505755923,0.0,Medium,2.0,93.0,77.0,7.0,Low
,38.0,Male,,,23.46098142584398,0.0,Medium,0.0,146.0,48.0,27.0,Low
9274.0,46.0,Male,Europe,Strategy,20.18244181720525,,Easy,8.0,92.0,95.0,49.0,Medium
9275.0,36.0,Male,Asia,RPG,2.5223100375372853,,Easy,2.0,146.0,3.0,34.0,Low
9276.0,37.0,Male,Other,RPG,4.106261082588432,1.0,Easy,2.0,14.0,69.0,38.0,Low
9277.0,16.0,Female,USA,Simulation,8.453867280194387,0.0,Medium,10.0,127.0,77.0,37.0,High
9278.0,41.0,Female,,,11.35633640163417,,Easy,10.0,87.0,,38.0,Medium
9279.0,,Male,,Action,3.895109261990803,0.0,Easy,0.0,24.0,50.0,36.0,Low
9280.0,,Male,,Action,10.770777307401689,1.0,Hard,1.0,145.0,60.0,25.0,High
9281.0,31.0,,Asia,RPG,10.721183063895026,0.0,Easy,5.0,158.0,66.0,29.0,Medium
9282.0,47.0,Male,USA,Simulation,6.159609307346505,0.0,,7.0,162.0,91.0,11.0,Medium
